Application_Domain,Application_Name,Project_Id,BRD_Req_ID,Req_Description,TC_ID,Test_case_summary,Test_case_description,TC_ID_Step,Test_Steps,Expected_results,Fun_ID,Impact_Fucntionality,Impacted_Component,Component_ID,DataSourceId,Impact_Table,Impact_Column,Precondition_Fucntionality,Precondition_Table,Precondition_Column,Keywords,Test_Data,TD_ID
Member,Omni,p12345,BRD_02/PS_OS1.11,Make New Appointment,BRD_02/PS_OS1.11_TC4,Make New Appointment,"Book an appointment with user who has a future appointment details with
date and time are shown.",BRD_02/PS_OS1.11_TC4_6,Check whether date selected is  at least 7 days after current date,"Warning message displayed to decline booking, future",BRD_02/PS_OS1.11_F1,New Appointment ,component-6,1006,1035,"Doctor,Appointment ","Appointment_ID ,Appointment_Date,Doctor_ID, Doctor_name, specialty and hospital_name",New Appointment is made. Seven days’ buffer time is being enforced.,,,,"Appointment_ID ,Appointment_Date,Doctor_ID, Doctor_name, specialty and hospital_name",1039
Member,Omni,p12345,BRD_02/PS_OS1.12,Update Appointment,BRD_02/PS_OS1.12_TC5,Update Appointment,Select a date that is even one or two days ahead from the original date and click “Update”.,BRD_02/PS_OS1.12_TC5_1,Change the Appointment date.,User is redireted to the update appointment page.,BRD_02/PS_OS1.12_F1,Update Appointment,component-3,1004,1035,"Doctor,Appointment ","Appointment_ID ,Appointment_Date,Doctor_ID, Doctor_name, specialty and hospital_name",Update Appointment date. Seven days’ buffer time is being enforced.,,,,"Appointment_ID ,Appointment_Date,Doctor_ID, Doctor_name, specialty and hospital_name",1039
Member,Omni,p12345,BRD_02/PS_OS1.12,Update Appointment,BRD_02/PS_OS1.12_TC5,Update Appointment,Select a date that is even one or two days ahead from the original date and click “Update”.,BRD_02/PS_OS1.12_TC5_4,Check whether Appointment date selected  is  at least 7 days after current date,Success messages displayed showing that the appointment has been updated.,BRD_02/PS_OS1.12_F1,Update Appointment,component-7,1010,1035,"Doctor,Appointment ","Appointment_ID ,Appointment_Date,Doctor_ID, Doctor_name, specialty and hospital_name",Update Appointment date. Seven days’ buffer time is being enforced.,,,,"Country ,Zipcode",1014
Member,Omni,p12345,BRD_02/PS_OS1.14,Consultation Rating,BRD_02/PS_OS1.14_TC7,Rating,Leave the rating options empty and press “Rate”,BRD_02/PS_OS1.14_TC7_2,Check whethere the fileds are empty,Success message is displayed.,BRD_02/PS_OS1.14_F1,Rating,component-9,1003,1036,"Doctor,Rating","Rating,Doctor_ID, Doctor_name, specialty and hospital_name",Rating details,,,,"Rating,Doctor_ID, Doctor_name, specialty and hospital_name",1040
Member,Omni,p12345,BRD_02/PS_OS1.17,Register New Staff,BRD_02/PS_OS1.17_TC10,Register New Staff,Fill up all the required fields and hit “Register”,BRD_02/PS_OS1.17_TC10_1,"Validate station hospital, position and staff ID",The required fields to be filled up appear.,BRD_02/PS_OS1.17_F1,New Staff registration,component-9,1003,1039,Hospital ,"Hospital_ID,Staff_ID",Register New Staff,,,,"Hospital_ID,Staff_ID",1042
Member,Omni,p12345,BRD_02/PS_OS1.17,Register New Staff,BRD_02/PS_OS1.17_TC10,Register New Staff,Fill up all the required fields and hit “Register”,BRD_02/PS_OS1.17_TC10_3,Validate whether all the fileds entered,Successful Registered message is displayed.,BRD_02/PS_OS1.17_F1,New Staff registration,component-8,1009,1039,Hospital ,"Hospital_ID,Staff_ID",Register New Staff,,,,"Hospital_ID,Staff_ID",1042
Member,Omni,p12345,CSR Rewrite/CSR 1,Customer Support Representative (CSR) should be able to intiate a the Call request for the member calling the 1-800 number,CSR Rewrite/CSR1_TC_1,Validate CSR can initiate the Member call from the 1-800 Call,Validate CSR can initiate the Member call from the 1-800 Call coming from the IVR phone call in the CSR Tool,CSR Rewrite/CSR1_TC_1_2,Member call initiated from the IVR phone number,CSR should be able receive the Member incoming call and see the Popup to continue with the call,CSR Rewrite/CSR 1_F1,Call Intake,component-1,1008,1063,Member,,IVR functionality available and Member data available,,,"CSR, IVR, Member","IVR Phone Number = ""1-8-123-1234""
Member ID = ""B12345678""",1060
Member,Omni,p12345,CSR Rewrite/CSR 1,Customer Support Representative (CSR) should be able to intiate a the Call request for the member calling the 1-800 number,CSR Rewrite/CSR1_TC_1,Validate CSR can initiate the Member call from the 1-800 Call,Validate CSR can initiate the Member call from the 1-800 Call coming from the IVR phone call in the CSR Tool,CSR Rewrite/CSR1_TC_1_3,CSR clicks the continue,Should be able to View the HIPAA Validation Screen for the member called in,CSR Rewrite/CSR 1_F1,Call Intake,component-2,1007,1063,Member,,Member calling in to IVR is valid data,,,"CSR, IVR, HIPAA Screen",None,
Member,Omni,p12345,CSR Rewrite/CSR 10,"Customer Support Representative (CSR) can view the Claim detail of the selected Medical claim from the claim list screen. In Claim Detail screen Customer Support Representative (CSR) can see all the service linces under the selected claim. Each Service should have details like From Date, To Date, Service Description, Procedure Code, Type of Service (TOS), Provider Name, Service Rate, Negotiated rate, Plan Pays, Member Pays, Associated Diagnosis codes, Claim Type",CSR Rewrite/CSR1_TC_14,Validate CSR can view the Claim detail of the selected Medical claim from the claim list screen,Validate CSR can view the Claim detail of the selected Medical claim from the claim list screen,CSR Rewrite/CSR1_TC_14_3,CSR Provide the Member ID in the search Field and click search,Member search result screen displayed with matching member record with multiple enrollment(s) if any ,CSR Rewrite/CSR 10_F1,selected Medical claim,component-7,1010,1063,Member,,Member enrolled in the system,,,CSR,"Member ID = ""M12345678""",1061
Member,Omni,p12345,CSR Rewrite/CSR 10,"Customer Support Representative (CSR) can view the Claim detail of the selected Medical claim from the claim list screen. In Claim Detail screen Customer Support Representative (CSR) can see all the service linces under the selected claim. Each Service should have details like From Date, To Date, Service Description, Procedure Code, Type of Service (TOS), Provider Name, Service Rate, Negotiated rate, Plan Pays, Member Pays, Associated Diagnosis codes, Claim Type",CSR Rewrite/CSR1_TC_14,Validate CSR can view the Claim detail of the selected Medical claim from the claim list screen,Validate CSR can view the Claim detail of the selected Medical claim from the claim list screen,CSR Rewrite/CSR1_TC_14_4,Validate the Member Record details,"Member Records should include Member ID, Last Name, First Name, Middle Name, Date of Birth, Address, Business line, Member Status, DSNP indicator (Y/N)",CSR Rewrite/CSR 10_F1,selected Medical claim,component-7,1010,1063,Member,,Member Search,,,"CSR, Member search, HIPAA screen",None,
Member,Omni,p12345,CSR Rewrite/CSR 10,"Customer Support Representative (CSR) can view the Claim detail of the selected Medical claim from the claim list screen. In Claim Detail screen Customer Support Representative (CSR) can see all the service linces under the selected claim. Each Service should have details like From Date, To Date, Service Description, Procedure Code, Type of Service (TOS), Provider Name, Service Rate, Negotiated rate, Plan Pays, Member Pays, Associated Diagnosis codes, Claim Type",CSR Rewrite/CSR1_TC_14,Validate CSR can view the Claim detail of the selected Medical claim from the claim list screen,Validate CSR can view the Claim detail of the selected Medical claim from the claim list screen,CSR Rewrite/CSR1_TC_14_5,CSR Click one of the member record and click continue,HIPAA Validation screen should be displayed,CSR Rewrite/CSR 10_F1,selected Medical claim,component-8,1009,1063,Member,,Member Search,,,"CSR, Member search, HIPAA screen",None,
Member,Omni,p12345,CSR Rewrite/CSR 10,"Customer Support Representative (CSR) can view the Claim detail of the selected Medical claim from the claim list screen. In Claim Detail screen Customer Support Representative (CSR) can see all the service linces under the selected claim. Each Service should have details like From Date, To Date, Service Description, Procedure Code, Type of Service (TOS), Provider Name, Service Rate, Negotiated rate, Plan Pays, Member Pays, Associated Diagnosis codes, Claim Type",CSR Rewrite/CSR1_TC_14,Validate CSR can view the Claim detail of the selected Medical claim from the claim list screen,Validate CSR can view the Claim detail of the selected Medical claim from the claim list screen,CSR Rewrite/CSR1_TC_14_6,"CSR enters correct information from caller   ZIP Code, SSN, First Name, Last Name, DOB and SSN details and click Validation",HIPAA validation completed and CSR taken to the M360 Screen,CSR Rewrite/CSR 10_F1,selected Medical claim,component-6,1006,1063,Member,,Member Search,,,"CSR, Member search, HIPAA screen","Member First Name ""John""
Last Name = ""Edward""
DOB "" 12/12/198""
SSN = ""XXX-XX-1234""",1062
Member,Omni,p12345,CSR Rewrite/CSR 10,"Customer Support Representative (CSR) can view the Claim detail of the selected Medical claim from the claim list screen. In Claim Detail screen Customer Support Representative (CSR) can see all the service linces under the selected claim. Each Service should have details like From Date, To Date, Service Description, Procedure Code, Type of Service (TOS), Provider Name, Service Rate, Negotiated rate, Plan Pays, Member Pays, Associated Diagnosis codes, Claim Type",CSR Rewrite/CSR1_TC_14,Validate CSR can view the Claim detail of the selected Medical claim from the claim list screen,Validate CSR can view the Claim detail of the selected Medical claim from the claim list screen,CSR Rewrite/CSR1_TC_14_7,CSR Clicks the Claims Tab from M360,"Claims list screen should be display details like Claim Type, Patient name, Provider Name,  From Date, To Date, Date of Birth,  Claim Status. Claims list screen should show all the claims for the logged member by default for last 30 days",CSR Rewrite/CSR 10_F1,selected Medical claim,component-4,1001,1063,Member,,HIPAA validation,,,"CSR, Member, Demographics",None,
Member,Omni,p12345,CSR Rewrite/CSR 10,"Customer Support Representative (CSR) can view the Claim detail of the selected Medical claim from the claim list screen. In Claim Detail screen Customer Support Representative (CSR) can see all the service linces under the selected claim. Each Service should have details like From Date, To Date, Service Description, Procedure Code, Type of Service (TOS), Provider Name, Service Rate, Negotiated rate, Plan Pays, Member Pays, Associated Diagnosis codes, Claim Type",CSR Rewrite/CSR1_TC_14,Validate CSR can view the Claim detail of the selected Medical claim from the claim list screen,Validate CSR can view the Claim detail of the selected Medical claim from the claim list screen,CSR Rewrite/CSR1_TC_14_8,CSR Clicks the one of medical claim from claims list screen,"Claim Detail screen should display all the service linces under the selected claim. Each Service should have details like From Date, To Date, Service Description, Procedure Code, Type of Service (TOS), Provider Name, Service Rate, Negotiated rate, Plan Pays, Member Pays, Associated Diagnosis codes, Claim Type",CSR Rewrite/CSR 10_F1,selected Medical claim,component-6,1006,1063,Member,,Claims list,,,"CSR, Member, Demographics",None,
Member,Omni,p12345,CSR Rewrite/CSR 11,Customer Support Representative (CSR) should be able to view the primary Care physician assigned to the called-in member in the system,CSR Rewrite/CSR1_TC_15,Validate CSR can view Primary Care Physician Assigned to Member,Validate CSR can view Primary Care Physician Assigned to Member,CSR Rewrite/CSR1_TC_15_3,CSR Provide the Member ID in the search Field and click search,Member search result screen displayed with matching member record with multiple enrollment(s) if any ,CSR Rewrite/CSR 11_F1,Primary Care Physician (PCP),component-3,1004,1063,Member,,Member enrolled in the system,,,CSR,"Member ID = ""M12345678""",1061
Member,Omni,p12345,CSR Rewrite/CSR 11,Customer Support Representative (CSR) should be able to view the primary Care physician assigned to the called-in member in the system,CSR Rewrite/CSR1_TC_15,Validate CSR can view Primary Care Physician Assigned to Member,Validate CSR can view Primary Care Physician Assigned to Member,CSR Rewrite/CSR1_TC_15_4,Validate the Member Record details,"Member Records should include Member ID, Last Name, First Name, Middle Name, Date of Birth, Address, Business line, Member Status, DSNP indicator (Y/N)",CSR Rewrite/CSR 11_F1,Primary Care Physician (PCP),component-8,1009,1063,Member,,Member Search,,,"CSR, Member search, HIPAA screen",None,
Member,Omni,p12345,CSR Rewrite/CSR 11,Customer Support Representative (CSR) should be able to view the primary Care physician assigned to the called-in member in the system,CSR Rewrite/CSR1_TC_15,Validate CSR can view Primary Care Physician Assigned to Member,Validate CSR can view Primary Care Physician Assigned to Member,CSR Rewrite/CSR1_TC_15_5,CSR Click one of the member record and click continue,HIPAA Validation screen should be displayed,CSR Rewrite/CSR 11_F1,Primary Care Physician (PCP),component-1,1008,1063,Member,,Member Search,,,"CSR, Member search, HIPAA screen",None,
Member,Omni,p12345,CSR Rewrite/CSR 11,Customer Support Representative (CSR) should be able to view the primary Care physician assigned to the called-in member in the system,CSR Rewrite/CSR1_TC_15,Validate CSR can view Primary Care Physician Assigned to Member,Validate CSR can view Primary Care Physician Assigned to Member,CSR Rewrite/CSR1_TC_15_6,"CSR enters correct information from caller   ZIP Code, SSN, First Name, Last Name, DOB and SSN details and click Validation",HIPAA validation completed and CSR taken to the M360 Screen,CSR Rewrite/CSR 11_F1,Primary Care Physician (PCP),component-8,1009,1063,Member,,Member Search,,,"CSR, Member search, HIPAA screen","Member First Name ""Henry""
Last Name = ""Thomson""
DOB "" 12/12/198""
SSN = ""XXX-XX-1234""",1063
Member,Omni,p12345,CSR Rewrite/CSR 11,Customer Support Representative (CSR) should be able to view the primary Care physician assigned to the called-in member in the system,CSR Rewrite/CSR1_TC_15_a,Validate CSR can see only the Add PCP button,Validate CSR can see only the Add PCP button when there is no PCP assigned to the member in file,CSR Rewrite/CSR1_TC_15_a_3,CSR Provide the Member ID in the search Field and click search,Member search result screen displayed with matching member record with multiple enrollment(s) if any ,CSR Rewrite/CSR 11_F1,Primary Care Physician (PCP),component-2,1007,1063,Member,,Member enrolled in the system,,,CSR,"Member ID = ""M123456589""",1064
Member,Omni,p12345,CSR Rewrite/CSR 11,Customer Support Representative (CSR) should be able to view the primary Care physician assigned to the called-in member in the system,CSR Rewrite/CSR1_TC_15_a,Validate CSR can see only the Add PCP button,Validate CSR can see only the Add PCP button when there is no PCP assigned to the member in file,CSR Rewrite/CSR1_TC_15_a_4,Validate the Member Record details,"Member Records should include Member ID, Last Name, First Name, Middle Name, Date of Birth, Address, Business line, Member Status, DSNP indicator (Y/N)",CSR Rewrite/CSR 11_F1,Primary Care Physician (PCP),component-3,1004,1063,Member,,Member Search,,,"CSR, Member search, HIPAA screen",None,
Member,Omni,p12345,CSR Rewrite/CSR 11,Customer Support Representative (CSR) should be able to view the primary Care physician assigned to the called-in member in the system,CSR Rewrite/CSR1_TC_15_a,Validate CSR can see only the Add PCP button,Validate CSR can see only the Add PCP button when there is no PCP assigned to the member in file,CSR Rewrite/CSR1_TC_15_a_5,CSR Click one of the member record and click continue,HIPAA Validation screen should be displayed,CSR Rewrite/CSR 11_F1,Primary Care Physician (PCP),component-8,1009,1063,Member,,Member Search,,,"CSR, Member search, HIPAA screen",None,
Member,Omni,p12345,CSR Rewrite/CSR 11,Customer Support Representative (CSR) should be able to view the primary Care physician assigned to the called-in member in the system,CSR Rewrite/CSR1_TC_15_a,Validate CSR can see only the Add PCP button,Validate CSR can see only the Add PCP button when there is no PCP assigned to the member in file,CSR Rewrite/CSR1_TC_15_a_6,"CSR enters correct information from caller   ZIP Code, SSN, First Name, Last Name, DOB and SSN details and click Validation",HIPAA validation completed and CSR taken to the M360 Screen,CSR Rewrite/CSR 11_F1,Primary Care Physician (PCP),component-1,1008,1063,Member,,Member Search,,,"CSR, Member search, HIPAA screen","Member First Name ""Janice""
Last Name = ""Jenks""
DOB "" 12/12/198""
SSN = ""XXX-XX-1234""",1065
Member,Omni,p12345,CSR Rewrite/CSR 12,"Customer Support Representative (CSR) should be able to change the primary Care physician for the called-in member in the system. Customer Support Representative (CSR) should be able to search for primary care physician record based on the Member's plan, zip code they live and check with member over the phone for PCP to select",CSR Rewrite/CSR1_TC_16,Validate CSR can assign the PCP for the member,"Validate CSR can assign the PCP for the member based on the Zipe code, member preference",CSR Rewrite/CSR1_TC_16_3,CSR Provide the Member ID in the search Field and click search,Member search result screen displayed with matching member record with multiple enrollment(s) if any ,CSR Rewrite/CSR 12_F1,Update Primary Care Physician (PCP),component-4,1001,1063,Member,,Member enrolled in the system,,,CSR,"Member ID = ""M1234567596""",1066
Member,Omni,p12345,CSR Rewrite/CSR 12,"Customer Support Representative (CSR) should be able to change the primary Care physician for the called-in member in the system. Customer Support Representative (CSR) should be able to search for primary care physician record based on the Member's plan, zip code they live and check with member over the phone for PCP to select",CSR Rewrite/CSR1_TC_16,Validate CSR can assign the PCP for the member,"Validate CSR can assign the PCP for the member based on the Zipe code, member preference",CSR Rewrite/CSR1_TC_16_4,Validate the Member Record details,"Member Records should include Member ID, Last Name, First Name, Middle Name, Date of Birth, Address, Business line, Member Status, DSNP indicator (Y/N)",CSR Rewrite/CSR 12_F1,Update Primary Care Physician (PCP),component-3,1004,1063,Member,,Member Search,,,"CSR, Member search, HIPAA screen",None,
Member,Omni,p12345,CSR Rewrite/CSR 12,"Customer Support Representative (CSR) should be able to change the primary Care physician for the called-in member in the system. Customer Support Representative (CSR) should be able to search for primary care physician record based on the Member's plan, zip code they live and check with member over the phone for PCP to select",CSR Rewrite/CSR1_TC_16,Validate CSR can assign the PCP for the member,"Validate CSR can assign the PCP for the member based on the Zipe code, member preference",CSR Rewrite/CSR1_TC_16_5,CSR Click one of the member record and click continue,HIPAA Validation screen should be displayed,CSR Rewrite/CSR 12_F1,Update Primary Care Physician (PCP),component-5,1005,1063,Member,,Member Search,,,"CSR, Member search, HIPAA screen",None,
Member,Omni,p12345,CSR Rewrite/CSR 12,"Customer Support Representative (CSR) should be able to change the primary Care physician for the called-in member in the system. Customer Support Representative (CSR) should be able to search for primary care physician record based on the Member's plan, zip code they live and check with member over the phone for PCP to select",CSR Rewrite/CSR1_TC_16,Validate CSR can assign the PCP for the member,"Validate CSR can assign the PCP for the member based on the Zipe code, member preference",CSR Rewrite/CSR1_TC_16_6,"CSR enters correct information from caller   ZIP Code, SSN, First Name, Last Name, DOB and SSN details and click Validation",HIPAA validation completed and CSR taken to the M360 Screen,CSR Rewrite/CSR 12_F1,Update Primary Care Physician (PCP),component-3,1004,1063,Member,,Member Search,,,"CSR, Member search, HIPAA screen","Member First Name ""Jonathon""
Last Name = ""Jenks""
DOB "" 12/12/198""
SSN = ""XXX-XX-1234""",1067
Member,Omni,p12345,CSR Rewrite/CSR 13,"Customer Support Representative (CSR) should be able to view the authorization list for the called-in member in the system. Authorization List should display with the Member Name, DOB, Procedure Details, Provider Name",CSR Rewrite/CSR1_TC_17,Validate CSR can view the authorization list,Validate CSR can view the  authorization list for the called-in member,CSR Rewrite/CSR1_TC_17_3,CSR Provide the Member ID in the search Field and click search,Member search result screen displayed with matching member record with multiple enrollment(s) if any ,CSR Rewrite/CSR 13_F1,Authorization list,component-5,1005,1063,Member,,Member enrolled in the system,,,CSR,"Member ID = ""M12345678""",1061
Member,Omni,p12345,CSR Rewrite/CSR 13,"Customer Support Representative (CSR) should be able to view the authorization list for the called-in member in the system. Authorization List should display with the Member Name, DOB, Procedure Details, Provider Name",CSR Rewrite/CSR1_TC_17,Validate CSR can view the authorization list,Validate CSR can view the  authorization list for the called-in member,CSR Rewrite/CSR1_TC_17_4,Validate the Member Record details,"Member Records should include Member ID, Last Name, First Name, Middle Name, Date of Birth, Address, Business line, Member Status, DSNP indicator (Y/N)",CSR Rewrite/CSR 13_F1,Authorization list,component-10,1002,1063,Member,,Member Search,,,"CSR, Member search, HIPAA screen",None,
Member,Omni,p12345,CSR Rewrite/CSR 13,"Customer Support Representative (CSR) should be able to view the authorization list for the called-in member in the system. Authorization List should display with the Member Name, DOB, Procedure Details, Provider Name",CSR Rewrite/CSR1_TC_17,Validate CSR can view the authorization list,Validate CSR can view the  authorization list for the called-in member,CSR Rewrite/CSR1_TC_17_5,CSR Click one of the member record and click continue,HIPAA Validation screen should be displayed,CSR Rewrite/CSR 13_F1,Authorization list,component-5,1005,1063,Member,,Member Search,,,"CSR, Member search, HIPAA screen",None,
Member,Omni,p12345,CSR Rewrite/CSR 13,"Customer Support Representative (CSR) should be able to view the authorization list for the called-in member in the system. Authorization List should display with the Member Name, DOB, Procedure Details, Provider Name",CSR Rewrite/CSR1_TC_17,Validate CSR can view the authorization list,Validate CSR can view the  authorization list for the called-in member,CSR Rewrite/CSR1_TC_17_6,"CSR enters correct information from caller   ZIP Code, SSN, First Name, Last Name, DOB and SSN details and click Validation",HIPAA validation completed and CSR taken to the M360 Screen,CSR Rewrite/CSR 13_F1,Authorization list,component-9,1003,1063,Member,,Member Search,,,"CSR, Member search, HIPAA screen","Member First Name ""John""
Last Name = ""Edward""
DOB "" 12/12/198""
SSN = ""XXX-XX-1234""",1062
Member,Omni,p12345,CSR Rewrite/CSR 13,"Customer Support Representative (CSR) should be able to view the authorization list for the called-in member in the system. Authorization List should display with the Member Name, DOB, Procedure Details, Provider Name",CSR Rewrite/CSR1_TC_17,Validate CSR can view the authorization list,Validate CSR can view the  authorization list for the called-in member,CSR Rewrite/CSR1_TC_17_7,CSR Clicks the authorization tab from M360 screen,"Authorization List screen should display with the Member Name, DOB, Procedure Details, Provider Name",CSR Rewrite/CSR 13_F1,Authorization list,component-5,1005,1063,Member,,HIPAA validation,,,"CSR, Member, Demographics",None,
Member,Omni,p12345,CSR Rewrite/CSR 14,"Customer Support Representative (CSR) should be able to view the authorization detail for the selected Authorization record  for the called-in member in the system. Authorization Detail should display with the Member Name, DOB, Procedure Details, Provider Name, Type of Procedure, Diagnosis code, ",CSR Rewrite/CSR1_TC_18,Validate CSR can view the authorization detail for the selected Authorization record,Validate CSR can view the authorization detail for the selected Authorization record  for the called-in member,CSR Rewrite/CSR1_TC_18_3,CSR Provide the Member ID in the search Field and click search,Member search result screen displayed with matching member record with multiple enrollment(s) if any ,CSR Rewrite/CSR 14_F1,Selected Authorization,component-5,1005,1063,Member,,Member enrolled in the system,,,CSR,"Member ID = ""M12345678""",1061
Member,Omni,p12345,CSR Rewrite/CSR 14,"Customer Support Representative (CSR) should be able to view the authorization detail for the selected Authorization record  for the called-in member in the system. Authorization Detail should display with the Member Name, DOB, Procedure Details, Provider Name, Type of Procedure, Diagnosis code, ",CSR Rewrite/CSR1_TC_18,Validate CSR can view the authorization detail for the selected Authorization record,Validate CSR can view the authorization detail for the selected Authorization record  for the called-in member,CSR Rewrite/CSR1_TC_18_4,Validate the Member Record details,"Member Records should include Member ID, Last Name, First Name, Middle Name, Date of Birth, Address, Business line, Member Status, DSNP indicator (Y/N)",CSR Rewrite/CSR 14_F1,Selected Authorization,component-10,1002,1063,Member,,Member Search,,,"CSR, Member search, HIPAA screen",None,
Member,Omni,p12345,CSR Rewrite/CSR 14,"Customer Support Representative (CSR) should be able to view the authorization detail for the selected Authorization record  for the called-in member in the system. Authorization Detail should display with the Member Name, DOB, Procedure Details, Provider Name, Type of Procedure, Diagnosis code, ",CSR Rewrite/CSR1_TC_18,Validate CSR can view the authorization detail for the selected Authorization record,Validate CSR can view the authorization detail for the selected Authorization record  for the called-in member,CSR Rewrite/CSR1_TC_18_5,CSR Click one of the member record and click continue,HIPAA Validation screen should be displayed,CSR Rewrite/CSR 14_F1,Selected Authorization,component-1,1008,1063,Member,,Member Search,,,"CSR, Member search, HIPAA screen",None,
Member,Omni,p12345,CSR Rewrite/CSR 14,"Customer Support Representative (CSR) should be able to view the authorization detail for the selected Authorization record  for the called-in member in the system. Authorization Detail should display with the Member Name, DOB, Procedure Details, Provider Name, Type of Procedure, Diagnosis code, ",CSR Rewrite/CSR1_TC_18,Validate CSR can view the authorization detail for the selected Authorization record,Validate CSR can view the authorization detail for the selected Authorization record  for the called-in member,CSR Rewrite/CSR1_TC_18_6,"CSR enters correct information from caller   ZIP Code, SSN, First Name, Last Name, DOB and SSN details and click Validation",HIPAA validation completed and CSR taken to the M360 Screen,CSR Rewrite/CSR 14_F1,Selected Authorization,component-1,1008,1063,Member,,Member Search,,,"CSR, Member search, HIPAA screen","Member First Name ""John""
Last Name = ""Edward""
DOB "" 12/12/198""
SSN = ""XXX-XX-1234""",1062
Member,Omni,p12345,CSR Rewrite/CSR 14,"Customer Support Representative (CSR) should be able to view the authorization detail for the selected Authorization record  for the called-in member in the system. Authorization Detail should display with the Member Name, DOB, Procedure Details, Provider Name, Type of Procedure, Diagnosis code, ",CSR Rewrite/CSR1_TC_18,Validate CSR can view the authorization detail for the selected Authorization record,Validate CSR can view the authorization detail for the selected Authorization record  for the called-in member,CSR Rewrite/CSR1_TC_18_7,CSR Clicks the authorization tab from M360 screen,"Authorization List screen should display with the Member Name, DOB, Procedure Details, Provider Name",CSR Rewrite/CSR 14_F1,Selected Authorization,component-9,1003,1063,Member,,HIPAA validation,,,"CSR, Member, Demographics",None,
Member,Omni,p12345,CSR Rewrite/CSR 14,"Customer Support Representative (CSR) should be able to view the authorization detail for the selected Authorization record  for the called-in member in the system. Authorization Detail should display with the Member Name, DOB, Procedure Details, Provider Name, Type of Procedure, Diagnosis code, ",CSR Rewrite/CSR1_TC_18,Validate CSR can view the authorization detail for the selected Authorization record,Validate CSR can view the authorization detail for the selected Authorization record  for the called-in member,CSR Rewrite/CSR1_TC_18_8,CSR Clicks on one of the Authorization record,"Authorization detail screen should display with Member Name, DOB, Procedure Details, Provider Name, Type of Procedure, Diagnosis code",CSR Rewrite/CSR 14_F1,Selected Authorization,component-5,1005,1063,Member,,Authorization list,,,"CSR, Member, Demographics",None,
Member,Omni,p12345,CSR Rewrite/CSR 15,"Customer Support Representative (CSR) should be able to view the Care Gaps for the called-in member in the system. Care Gaps List screen should display with the Member ID, Member Name, DOB, Gender, PCP, Effective Date detail and list of Care Gaps",CSR Rewrite/CSR1_TC_19,Validate CSR can view the Care Gaps,Validate CSR can view the Care Gaps for the called-in member ,CSR Rewrite/CSR1_TC_19_3,CSR Provide the Member ID in the search Field and click search,Member search result screen displayed with matching member record with multiple enrollment(s) if any ,CSR Rewrite/CSR 15_F1,Care Gaps,component-2,1007,1063,Member,,Member enrolled in the system,,,CSR,"Member ID = ""M12345678""",1061
Member,Omni,p12345,CSR Rewrite/CSR 15,"Customer Support Representative (CSR) should be able to view the Care Gaps for the called-in member in the system. Care Gaps List screen should display with the Member ID, Member Name, DOB, Gender, PCP, Effective Date detail and list of Care Gaps",CSR Rewrite/CSR1_TC_19,Validate CSR can view the Care Gaps,Validate CSR can view the Care Gaps for the called-in member ,CSR Rewrite/CSR1_TC_19_4,Validate the Member Record details,"Member Records should include Member ID, Last Name, First Name, Middle Name, Date of Birth, Address, Business line, Member Status, DSNP indicator (Y/N)",CSR Rewrite/CSR 15_F1,Care Gaps,component-1,1008,1063,Member,,Member Search,,,"CSR, Member search, HIPAA screen",None,
Member,Omni,p12345,CSR Rewrite/CSR 15,"Customer Support Representative (CSR) should be able to view the Care Gaps for the called-in member in the system. Care Gaps List screen should display with the Member ID, Member Name, DOB, Gender, PCP, Effective Date detail and list of Care Gaps",CSR Rewrite/CSR1_TC_19,Validate CSR can view the Care Gaps,Validate CSR can view the Care Gaps for the called-in member ,CSR Rewrite/CSR1_TC_19_5,CSR Click one of the member record and click continue,HIPAA Validation screen should be displayed,CSR Rewrite/CSR 15_F1,Care Gaps,component-5,1005,1063,Member,,Member Search,,,"CSR, Member search, HIPAA screen",None,
Member,Omni,p12345,CSR Rewrite/CSR 15,"Customer Support Representative (CSR) should be able to view the Care Gaps for the called-in member in the system. Care Gaps List screen should display with the Member ID, Member Name, DOB, Gender, PCP, Effective Date detail and list of Care Gaps",CSR Rewrite/CSR1_TC_19,Validate CSR can view the Care Gaps,Validate CSR can view the Care Gaps for the called-in member ,CSR Rewrite/CSR1_TC_19_6,"CSR enters correct information from caller   ZIP Code, SSN, First Name, Last Name, DOB and SSN details and click Validation",HIPAA validation completed and CSR taken to the M360 Screen,CSR Rewrite/CSR 15_F1,Care Gaps,component-5,1005,1063,Member,,Member Search,,,"CSR, Member search, HIPAA screen","Member First Name ""John""
Last Name = ""Edward""
DOB "" 12/12/198""
SSN = ""XXX-XX-1234""",1062
Member,Omni,p12345,CSR Rewrite/CSR 15,"Customer Support Representative (CSR) should be able to view the Care Gaps for the called-in member in the system. Care Gaps List screen should display with the Member ID, Member Name, DOB, Gender, PCP, Effective Date detail and list of Care Gaps",CSR Rewrite/CSR1_TC_19,Validate CSR can view the Care Gaps,Validate CSR can view the Care Gaps for the called-in member ,CSR Rewrite/CSR1_TC_19_7,CSR clicks on plus icon in M360 screen, screen should display different actions/tasks   and search field for actions,CSR Rewrite/CSR 15_F1,Care Gaps,component-10,1002,1063,Member,,HIPAA validation,,,"CSR, Member, Demographics",None,
